trader_id,trade_id,timestamp,side,ticker,qty,price,fee,date
1,1,2024-01-02,B,T0082,70,48.974224374596794,17.64097853110888,2024-01-02
1,2,2024-01-02,B,T0176,70,56.19655946553215,20.168795812936253,2024-01-02
1,3,2024-01-02,B,T0074,58,169.47952602684506,49.649062547785064,2024-01-02
1,4,2024-01-02,B,T0016,39,102.68996787097522,20.52454373484017,2024-01-02
1,5,2024-01-02,S,T0230,45,194.03413118630772,44.15767951691924,2024-01-02
1,6,2024-01-03,B,T0082,34,45.940767632104226,8.309930497457719,2024-01-03
1,7,2024-01-04,B,T0082,69,46.76213507461107,16.632936600740823,2024-01-04
1,8,2024-01-05,B,T0082,61,47.38710221608379,14.953066175905555,2024-01-05
1,9,2024-01-05,B,T0176,40,55.40925934004594,11.581851868009188,2024-01-05
1,10,2024-01-05,B,T0074,29,167.14517885914557,24.736050934576106,2024-01-05
1,11,2024-01-05,B,T0016,51,101.3128329208597,26.334772394819225,2024-01-05
1,12,2024-01-08,B,T0082,24,46.67733737817911,6.101280485381493,2024-01-08
1,13,2024-01-09,S,T0082,42,48.167798967597605,10.615237783195496,2024-01-09
1,14,2024-01-10,B,T0082,38,47.662744014457935,9.555921362747007,2024-01-10
1,15,2024-01-11,B,T0082,96,47.868744847218544,23.4769975266649,2024-01-11
1,16,2024-01-11,S,T0176,52,52.520536051589254,14.155339373413206,2024-01-11
1,17,2024-01-15,S,T0082,34,47.026963957603556,8.494583872792605,2024-01-15
1,18,2024-01-16,B,T0082,50,46.61247982881721,12.153119957204302,2024-01-16
1,19,2024-01-16,B,T0176,26,53.48366723095358,7.4528767400239655,2024-01-16
1,20,2024-01-17,B,T0082,56,46.20798356259903,13.43823539752773,2024-01-17
1,21,2024-01-17,B,T0176,72,52.1832758486262,19.285979305505432,2024-01-17
1,22,2024-01-18,B,T0082,30,47.22105516012885,7.583158274019327,2024-01-18
1,23,2024-01-18,B,T0176,47,53.92046510624047,13.171309299966511,2024-01-18
1,24,2024-01-18,S,T0074,23,157.87240054057276,18.65532606216587,2024-01-18
1,25,2024-01-22,B,T0082,58,46.008961420692586,13.84259881200085,2024-01-22
1,26,2024-01-23,S,T0082,59,46.7042810002814,14.277762895083011,2024-01-23
1,27,2024-01-23,B,T0176,80,57.796857817047204,23.618743126818885,2024-01-23
1,28,2024-01-23,B,T0074,52,158.5451565185422,41.72174069482097,2024-01-23
1,29,2024-01-24,B,T0082,81,47.57014816473081,19.76591000671598,2024-01-24
1,30,2024-01-24,S,T0176,42,57.16961249237703,12.505618623399176,2024-01-24
1,31,2024-01-26,B,T0082,46,46.33646912349379,11.157387898403572,2024-01-26
1,32,2024-01-29,B,T0082,82,46.33727739074221,19.498283730204307,2024-01-29
1,33,2024-01-29,B,T0176,25,55.99079407306285,7.498849259132856,2024-01-29
1,34,2024-01-31,B,T0082,83,46.23207738330321,19.686312114070834,2024-01-31
1,35,2024-01-31,B,T0176,27,57.34434124514833,8.241486068095025,2024-01-31
1,36,2024-02-01,S,T0082,65,46.94990182272948,15.758718092387081,2024-02-01
1,37,2024-02-02,S,T0082,73,46.47396973051584,17.46299895163828,2024-02-02
1,38,2024-02-05,B,T0082,65,48.64634315482948,16.310061525319583,2024-02-05
1,39,2024-02-05,S,T0176,25,54.36675526633735,7.295844408292169,2024-02-05
1,40,2024-02-05,B,T0074,66,153.60698691774215,51.19030568285491,2024-02-05
1,41,2024-02-06,B,T0082,55,47.90613758920157,13.674187837030432,2024-02-06
1,42,2024-02-06,S,T0176,71,54.60249899528351,19.883887143325644,2024-02-06
1,43,2024-02-06,B,T0074,87,155.92982958011115,68.32947586734835,2024-02-06
1,44,2024-02-07,B,T0082,1,47.39348386009368,0.7369674193004684,2024-02-07
1,45,2024-02-08,B,T0082,48,49.51897997809605,12.38455519474305,2024-02-08
