trader_id,date,portfolio_value,unrealized_pnl,realized_pnl,cash,equity,deposits_withdrawals
1,2024-01-02,5713.744089242569,0.0,0.0,0.0,5713.744089242569,0.0
1,2024-01-03,459.40767632104223,0.0,0.0,0.0,459.40767632104223,0.0
1,2024-01-04,467.6213507461107,0.0,0.0,0.0,467.6213507461107,0.0
1,2024-01-05,3712.54373336135,0.0,0.0,0.0,3712.54373336135,0.0
1,2024-01-08,466.7733737817911,0.0,0.0,0.0,466.7733737817911,0.0
1,2024-01-09,481.6779896759761,0.0,0.0,0.0,481.6779896759761,0.0
1,2024-01-10,476.62744014457934,0.0,0.0,0.0,476.62744014457934,0.0
1,2024-01-11,1003.892808988078,0.0,0.0,0.0,1003.892808988078,0.0
1,2024-01-15,470.2696395760355,0.0,0.0,0.0,470.2696395760355,0.0
1,2024-01-16,1000.9614705977078,0.0,0.0,0.0,1000.9614705977078,0.0
1,2024-01-17,983.9125941122523,0.0,0.0,0.0,983.9125941122523,0.0
1,2024-01-18,2590.1392080694204,0.0,0.0,0.0,2590.1392080694204,0.0
1,2024-01-22,460.08961420692583,0.0,0.0,0.0,460.08961420692583,0.0
1,2024-01-23,2630.462953358708,0.0,0.0,0.0,2630.462953358708,0.0
1,2024-01-24,1047.3976065710783,0.0,0.0,0.0,1047.3976065710783,0.0
1,2024-01-26,463.36469123493794,0.0,0.0,0.0,463.36469123493794,0.0
1,2024-01-29,1023.2807146380504,0.0,0.0,0.0,1023.2807146380504,0.0
1,2024-01-31,1035.7641862845153,0.0,0.0,0.0,1035.7641862845153,0.0
1,2024-02-01,469.4990182272948,0.0,0.0,0.0,469.4990182272948,0.0
1,2024-02-02,464.7396973051584,0.0,0.0,0.0,464.7396973051584,0.0
1,2024-02-05,2566.20085338909,0.0,0.0,0.0,2566.20085338909,0.0
1,2024-02-06,2584.3846616459623,0.0,0.0,0.0,2584.3846616459623,0.0
1,2024-02-07,473.9348386009368,0.0,0.0,0.0,473.9348386009368,0.0
1,2024-02-08,495.18979978096047,0.0,0.0,0.0,495.18979978096047,0.0
1,2024-02-16,523.5019568696897,0.0,0.0,0.0,523.5019568696897,0.0
1,2024-02-19,2708.3465726116447,0.0,0.0,0.0,2708.3465726116447,0.0
1,2024-02-21,2689.3100250325156,0.0,0.0,0.0,2689.3100250325156,0.0
1,2024-02-23,570.425531697024,0.0,0.0,0.0,570.425531697024,0.0
1,2024-02-26,586.2801314454653,0.0,0.0,0.0,586.2801314454653,0.0
1,2024-02-27,592.2707427513088,0.0,0.0,0.0,592.2707427513088,0.0
1,2024-02-29,599.0564335702365,0.0,0.0,0.0,599.0564335702365,0.0
1,2024-03-01,615.1910197464246,0.0,0.0,0.0,615.1910197464246,0.0
