trader_id,trade_id,timestamp,side,ticker,qty,price,fee,date
16,743,2024-01-01,B,T0158,35,189.54504049156324,33.67038208602357,2024-01-01
16,744,2024-01-02,B,T0158,54,185.31514803420708,50.53508996923592,2024-01-02
16,745,2024-01-04,B,T0158,26,184.50659507717623,24.485857360032913,2024-01-04
16,746,2024-01-04,B,T0062,65,9.21286571665818,3.494181357913908,2024-01-04
16,747,2024-01-04,B,T0198,50,110.9396465440586,28.23491163601465,2024-01-04
16,748,2024-01-05,B,T0158,9,181.07366620311052,8.648314979139974,2024-01-05
16,749,2024-01-08,B,T0158,63,179.8101068167588,57.140183647279024,2024-01-08
16,750,2024-01-10,B,T0158,68,183.0210274018242,62.727149316620235,2024-01-10
16,751,2024-01-11,B,T0158,55,184.29527152751143,51.181199670065645,2024-01-11
16,752,2024-01-15,B,T0158,30,183.65122387971675,28.04768358195751,2024-01-15
16,753,2024-01-15,B,T0062,43,9.162813817055076,2.4700049706668414,2024-01-15
16,754,2024-01-16,B,T0158,19,184.5142455009999,18.02885332259499,2024-01-16
16,755,2024-01-17,B,T0158,49,188.2516807956329,46.62166179493005,2024-01-17
16,756,2024-01-17,B,T0062,49,9.127809030708752,2.736313212523644,2024-01-17
16,757,2024-01-17,B,T0198,29,113.53562683519364,16.96266589110308,2024-01-17
16,758,2024-01-18,B,T0158,32,189.03519323253448,30.745630917205517,2024-01-18
16,759,2024-01-22,B,T0158,42,183.41443432534305,39.01703120832204,2024-01-22
16,760,2024-01-22,B,T0062,35,9.049018212030449,2.0835781871053287,2024-01-22
16,761,2024-01-25,B,T0158,51,187.7164897173174,48.36770487791593,2024-01-25
16,762,2024-01-26,B,T0158,84,188.5916371253225,79.70848759263545,2024-01-26
16,763,2024-01-29,B,T0158,85,190.38753405234823,81.414701972248,2024-01-29
16,764,2024-01-29,B,T0062,72,8.937061447384439,3.717342121058398,2024-01-29
16,765,2024-01-29,B,T0198,32,110.9328440928094,18.249255054849502,2024-01-29
16,766,2024-01-30,S,T0158,25,193.41318021201755,24.67664752650219,2024-01-30
16,767,2024-01-31,B,T0158,40,190.2086433099604,38.54172866199209,2024-01-31
16,768,2024-02-01,B,T0158,45,190.27376430901393,43.31159696952813,2024-02-01
16,769,2024-02-02,B,T0158,50,192.01353263823572,48.50338315955893,2024-02-02
16,770,2024-02-02,S,T0062,48,8.594663871287114,2.562719329108907,2024-02-02
16,771,2024-02-05,B,T0158,9,192.9816050837602,9.184172228769208,2024-02-05
16,772,2024-02-06,B,T0158,50,189.82044857628136,47.95511214407034,2024-02-06
16,773,2024-02-06,S,T0062,57,8.633898144411006,2.9606609711571372,2024-02-06
16,774,2024-02-08,S,T0158,51,185.2527071460614,47.739440322245656,2024-02-08
16,775,2024-02-09,B,T0158,44,187.2690447388271,41.69918984254196,2024-02-09
16,776,2024-02-12,B,T0158,28,192.7969277618021,27.491569886652297,2024-02-12
16,777,2024-02-15,B,T0158,28,193.11912475331133,27.536677465463587,2024-02-15
16,778,2024-02-15,B,T0062,78,9.191598021561049,4.084723228408809,2024-02-15
16,779,2024-02-19,B,T0158,39,190.93212094986217,37.73176358522312,2024-02-19
16,780,2024-02-19,B,T0062,53,9.310198079754102,2.967202491134837,2024-02-19
16,781,2024-02-20,S,T0158,90,186.49348141813616,84.42206663816127,2024-02-20
16,782,2024-02-22,S,T0158,36,179.26964783688973,32.76853661064015,2024-02-22
16,783,2024-02-26,B,T0158,53,178.58311003139622,47.82452415832,2024-02-26
16,784,2024-02-26,B,T0062,59,9.4782712084722,3.2960900064992993,2024-02-26
16,785,2024-02-28,B,T0158,66,179.24724014529457,59.65158924794721,2024-02-28
16,786,2024-02-29,B,T0158,67,185.1160377220116,62.51387263687389,2024-02-29
16,787,2024-03-01,B,T0158,45,184.79401631461576,42.07865367078855,2024-03-01
16,788,2024-03-01,B,T0062,53,9.380883356319032,2.9859340894245436,2024-03-01
